h3,_max,_min,_avg
87266ccd4ffffff,249,249,249.0
87266c56effffff,286,286,286.0
872668a05ffffff,208,208,208.0
87266cb02ffffff,293,293,293.0
872a935a9ffffff,299,299,299.0
872a930f4ffffff,257,250,253.5
8744ce929ffffff,593,593,593.0
8744cc490ffffff,618,618,618.0
8744ceb72ffffff,628,628,628.0
8744cea2effffff,939,939,939.0
8744cea05ffffff,880,880,880.0
8744cea03ffffff,746,746,746.0
8744cea14ffffff,999,999,999.0
8744cea10ffffff,999,999,999.0
8744cea9dffffff,1017,1017,1017.0
8744ce123ffffff,569,569,569.0
8744ce061ffffff,1303,1197,1250.0
8744ce02affffff,1101,1078,1089.5
8744ce189ffffff,958,958,958.0
8744ceac8ffffff,697,697,697.0
8744cead5ffffff,816,766,791.0
8744cead8ffffff,733,733,733.0
8744c8ca8ffffff,669,669,669.0
8744ce373ffffff,589,589,589.0
8744ce069ffffff,687,687,687.0
8744ce06affffff,799,799,799.0
8744ce311ffffff,758,758,758.0
8744ce21effffff,631,631,631.0
8744ce66dffffff,1520,1490,1505.0
8744ce45affffff,697,697,697.0
8744ddb24ffffff,530,530,530.0
8744ce0d6ffffff,1089,1089,1089.0
8744ce719ffffff,1003,834,945.0
8744ce788ffffff,1153,1053,1119.0
8744ce793ffffff,1118,1118,1118.0
8744ce79effffff,1161,1122,1138.6666666666667
8744ddb69ffffff,1283,1246,1262.6666666666667
8744ce6a0ffffff,951,918,934.5
8744ddb72ffffff,731,702,716.5
8744ddb40ffffff,818,818,818.0
8744ddb0bffffff,736,736,736.0
8744dda23ffffff,771,771,771.0
8744ddb49ffffff,1272,1229,1250.5
8744ce692ffffff,1381,1369,1375.0
8744dda70ffffff,1065,1008,1036.5
8744ddaa9ffffff,694,694,694.0
8744ddaf6ffffff,859,859,859.0
8744ddae2ffffff,1335,1335,1335.0
8744ddac6ffffff,1208,1157,1182.5
8744ddac3ffffff,1392,1217,1317.75
8744dc8ecffffff,194,194,194.0
8744dd064ffffff,555,555,555.0
8744dd00cffffff,481,481,481.0
8744ddad0ffffff,1051,1051,1051.0
8744dd32effffff,1063,1063,1063.0
8744dd335ffffff,890,890,890.0
8744dd306ffffff,899,864,881.5
8744dd04effffff,1002,1002,1002.0
8744dd716ffffff,388,388,388.0
8744dd71effffff,476,476,476.0
8744c8576ffffff,536,409,481.0
8744c8515ffffff,1105,1105,1105.0
8744c8503ffffff,573,573,573.0
8744c8570ffffff,455,455,455.0
8744c8476ffffff,376,376,376.0
8744ce2c4ffffff,894,894,894.0
8744ce2c1ffffff,1238,1228,1233.0
8744ca928ffffff,1244,1244,1244.0
8744ca973ffffff,697,697,697.0
8744ca94effffff,1292,1292,1292.0
8744ca815ffffff,1055,1055,1055.0
8744cab20ffffff,488,155,321.5
8744ca84effffff,1329,1329,1329.0
8744ca8ccffffff,1540,1510,1525.0
8744ca06cffffff,899,566,689.6666666666666
8744ca9a2ffffff,1071,1071,1071.0
8744cac25ffffff,1162,1014,1083.0
8744ca890ffffff,997,997,997.0
8744ca8d6ffffff,1514,1511,1512.5
8744ca89dffffff,912,912,912.0
8744cac74ffffff,1297,1297,1297.0
8744cad12ffffff,1462,1462,1462.0
8744cac15ffffff,894,894,894.0
8744cadabffffff,1207,1207,1207.0
8744cad86ffffff,1234,1233,1233.5
8744dd360ffffff,1099,1023,1052.0
8744cac52ffffff,818,818,818.0
8744cac82ffffff,1634,1634,1634.0
8744ca125ffffff,1517,1515,1516.0
8744ca122ffffff,1163,1163,1163.0
8744ca172ffffff,1405,1405,1405.0
8744ca133ffffff,1801,1558,1679.5
8744ca11effffff,1889,1889,1889.0
8744ca064ffffff,442,442,442.0
8744ca54dffffff,1878,1875,1876.5
8744ca5a9ffffff,1212,1174,1193.0
8744ca096ffffff,1814,1578,1696.0
8744ca444ffffff,1502,1502,1502.0
8744ca474ffffff,1781,1781,1781.0
8744ca41affffff,1356,1258,1307.0
8744ca7a6ffffff,837,694,765.5
8744ca7b6ffffff,873,829,858.3333333333334
8744ca321ffffff,372,372,372.0
8744ca330ffffff,387,387,387.0
8744cb1a1ffffff,918,918,918.0
8744cb575ffffff,489,489,489.0
8744cb475ffffff,708,708,708.0
8744cb429ffffff,850,850,850.0
8744cb4f0ffffff,716,716,716.0
8744d9b64ffffff,526,526,526.0
872a9b662ffffff,484,484,484.0
872a9b294ffffff,483,483,483.0
8744dd308ffffff,964,964,964.0
8744dd35affffff,1866,1770,1818.0
8744dd389ffffff,797,797,797.0
8744dd2b1ffffff,917,836,876.5
8744dd219ffffff,1534,1534,1534.0
8744dd74effffff,805,805,805.0
8744dd292ffffff,818,818,818.0
8744dd629ffffff,846,846,846.0
8744dd620ffffff,834,834,834.0
8744dd626ffffff,796,683,753.25
8744dd635ffffff,730,730,730.0
8744dd615ffffff,644,640,642.0
8744dd610ffffff,673,673,673.0
8744dd6f4ffffff,744,744,744.0
8744d9903ffffff,824,824,824.0
8744dd65effffff,835,766,800.5
8744d9d61ffffff,1341,1160,1250.5
8744ca59cffffff,1150,1150,1150.0
8744ca588ffffff,1024,1024,1024.0
8744d9963ffffff,1271,1233,1256.0
8744d995cffffff,1099,964,1031.5
8744ca4f3ffffff,1231,1231,1231.0
8744ca4d1ffffff,1223,1223,1223.0
8744ca4deffffff,1406,1276,1341.0
8744d9b2effffff,795,795,795.0
8744d9bacffffff,815,815,815.0
8744d9988ffffff,1050,1050,1050.0
8744d988dffffff,1429,1322,1393.3333333333333
8744d9d41ffffff,1052,1052,1052.0
8744d989dffffff,1699,1699,1699.0
8744d9d03ffffff,559,559,559.0
8744d9c36ffffff,590,590,590.0
8744d9c2cffffff,898,898,898.0
8744d9c00ffffff,724,724,724.0
8744d9c40ffffff,1083,963,1043.0
8744d9c73ffffff,686,686,686.0
8744d9d89ffffff,751,556,653.5
8744d9cb5ffffff,646,646,646.0
8744d9c58ffffff,974,974,974.0
8744d9c49ffffff,1453,1453,1453.0
8744d9116ffffff,2038,1757,1897.5
8744d91a5ffffff,1488,1488,1488.0
8744d9553ffffff,915,915,915.0
8744d9b09ffffff,560,560,560.0
8744d9babffffff,797,797,797.0
8744d9baaffffff,1102,1102,1102.0
8744d9b9affffff,1137,1137,1137.0
8744d9144ffffff,892,892,892.0
8744d914effffff,1345,1345,1345.0
8744d9040ffffff,1166,1051,1100.3333333333333
8744d90e8ffffff,911,911,911.0
8744d93aaffffff,852,852,852.0
872a9ba98ffffff,595,595,595.0
872a9bacaffffff,616,616,616.0
8744d92a1ffffff,839,839,839.0
8744d92d1ffffff,580,580,580.0
872a99686ffffff,502,502,502.0
8744d908cffffff,1096,1096,1096.0
8744d90b6ffffff,934,898,916.0
8744d9095ffffff,941,941,941.0
8744d909cffffff,1110,1110,1110.0
8744d955bffffff,1078,1078,1078.0
8744d9390ffffff,1288,1288,1288.0
8744d971affffff,1208,1179,1193.5
8744d9474ffffff,1073,1073,1073.0
8744d9470ffffff,1198,1198,1198.0
8744d97aeffffff,1344,1344,1344.0
8744d9796ffffff,819,819,819.0
8744d960cffffff,1074,1074,1074.0
8744d96f1ffffff,1043,1043,1043.0
8744d96d6ffffff,1173,1173,1173.0
872a99289ffffff,1139,1139,1139.0
8744d969dffffff,1053,1053,1053.0
8744dba6dffffff,1343,1343,1343.0
872a992dcffffff,1633,1332,1440.0
872a992e3ffffff,1411,1411,1411.0
872a99250ffffff,1380,1380,1380.0
872a99749ffffff,1282,1282,1282.0
872a99211ffffff,1170,1170,1170.0
8744d129bffffff,97,97,97.0
8744ded4dffffff,107,107,107.0
8744de0e8ffffff,156,156,156.0
8744dbbb3ffffff,606,606,606.0
8744dba24ffffff,648,648,648.0
8744dba10ffffff,551,551,551.0
8744dbae5ffffff,766,766,766.0
8744db022ffffff,523,523,523.0
8744db075ffffff,584,584,584.0
8744db002ffffff,464,464,464.0
8744db01bffffff,441,441,441.0
8744db321ffffff,429,429,429.0
8744db31cffffff,530,530,530.0
8744db3a1ffffff,440,440,440.0
8744db2a5ffffff,709,709,709.0
8744db68effffff,441,441,441.0
8744da72dffffff,254,254,254.0
8744da750ffffff,279,269,274.0
872a8b65affffff,252,252,252.0
872a8b642ffffff,350,350,350.0
872ad6009ffffff,88,88,88.0
872ad6012ffffff,105,105,105.0
872a8ba0dffffff,212,212,212.0
872a8ba72ffffff,224,224,224.0
8744cb71effffff,513,501,507.0
8744cb791ffffff,506,506,506.0
872a9b572ffffff,639,639,639.0
872a9b568ffffff,941,941,941.0
872a9869dffffff,479,479,479.0
872a9a1b2ffffff,418,418,418.0
872a9e6c9ffffff,414,400,407.0
872a9e6ebffffff,349,349,349.0
872a9b976ffffff,917,917,917.0
872a9905affffff,927,868,897.5
872a991a6ffffff,1074,1074,1074.0
872a998f2ffffff,960,960,960.0
872a98233ffffff,728,728,728.0
872a98346ffffff,498,498,498.0
872a98055ffffff,223,223,223.0
872a9898effffff,394,388,391.0
872a99da8ffffff,702,702,702.0
872a9886cffffff,587,587,587.0
872a9e656ffffff,260,260,260.0
872a9ec6cffffff,371,371,371.0
872a9305dffffff,249,249,249.0
872a93b42ffffff,354,354,354.0
872a9e973ffffff,226,226,226.0
872a9e9a5ffffff,260,260,260.0
872a91648ffffff,336,336,336.0
872a91634ffffff,386,386,386.0
872a91756ffffff,347,347,347.0
872a9172effffff,389,389,389.0
872a910cbffffff,397,397,397.0
872a910c5ffffff,394,366,380.0
872a9c640ffffff,382,382,382.0
872a9c20effffff,420,420,420.0
872a91332ffffff,342,342,342.0
872a9102cffffff,378,351,364.5
872a91a2dffffff,319,319,319.0
872a91b72ffffff,320,320,320.0
872a9c975ffffff,290,290,290.0
872a82654ffffff,205,205,205.0
872a82622ffffff,273,273,273.0
872a9c935ffffff,332,332,332.0
872a82298ffffff,274,274,274.0
872a82384ffffff,259,259,259.0
872a99a00ffffff,1266,1163,1214.5
872a99a36ffffff,1011,1011,1011.0
872a8a68bffffff,901,901,901.0
872a8a4c2ffffff,1073,1073,1073.0
872a998f0ffffff,1037,1037,1037.0
872a9986affffff,1007,1007,1007.0
872a99943ffffff,1270,1270,1270.0
872a8a6e0ffffff,1075,1047,1061.0
872a8a765ffffff,921,921,921.0
872a8a72effffff,873,873,873.0
872a8a04effffff,981,856,918.5
872a8a14dffffff,763,763,763.0
872a8a541ffffff,1021,1021,1021.0
872a9d21cffffff,892,892,892.0
872a9d0b4ffffff,1083,1083,1083.0
872a9d022ffffff,734,734,734.0
872a9db9effffff,940,940,940.0
872a8ad01ffffff,1246,1197,1221.5
872a8ad5affffff,902,902,902.0
872a8ad55ffffff,960,960,960.0
872a8e6f5ffffff,1186,1186,1186.0
872a9da34ffffff,1078,1078,1078.0
872a9da25ffffff,780,780,780.0
872a9d85dffffff,954,954,954.0
872a8e788ffffff,954,954,954.0
872a8e4e4ffffff,873,873,873.0
872a8e46dffffff,1008,1008,1008.0
872a8aa10ffffff,556,556,556.0
872a8869cffffff,334,334,334.0
872a8ab48ffffff,421,421,421.0
872a88694ffffff,343,343,343.0
872a8a80bffffff,975,972,973.5
872a8a961ffffff,405,405,405.0
872a8809cffffff,339,339,339.0
872a88124ffffff,237,237,237.0
872a8a918ffffff,585,585,585.0
872a8e2c2ffffff,626,626,626.0
872a8e2b0ffffff,863,863,863.0
872a8e208ffffff,809,809,809.0
872a8e0c3ffffff,1067,1067,1067.0
872a8e0c0ffffff,927,820,873.5
872a8e189ffffff,651,651,651.0
872675643ffffff,229,229,229.0
8726748a4ffffff,258,258,258.0
87275a765ffffff,355,355,355.0
87275aa1bffffff,427,427,427.0
87275e24bffffff,291,291,291.0
872753048ffffff,373,373,373.0
87275e4f3ffffff,308,308,308.0
87275e556ffffff,412,412,412.0
87275e500ffffff,224,224,224.0
87275ec9cffffff,293,293,293.0
87275ec04ffffff,306,306,306.0
87275ec21ffffff,294,294,294.0
87275e302ffffff,341,341,341.0
87275e18effffff,310,296,303.0
87275e894ffffff,345,345,345.0
87275e831ffffff,334,334,334.0
87275eda3ffffff,370,370,370.0
872753b65ffffff,437,437,437.0
8722e8ad1ffffff,366,366,366.0
8722e8544ffffff,15,15,15.0
8722e8630ffffff,588,588,588.0
8722d5a8effffff,581,581,581.0
8722d0a24ffffff,581,581,581.0
870cda9b4ffffff,1871,1871,1871.0
870cd8932ffffff,1861,1861,1861.0
870cddc10ffffff,1015,1015,1015.0
870cddc44ffffff,879,879,879.0
870cdd2ddffffff,491,491,491.0
870ca42c8ffffff,113,113,113.0
870d8e560ffffff,490,490,490.0
870d8e00effffff,312,312,312.0
870d8e985ffffff,369,369,369.0
870d8e8c5ffffff,726,726,726.0
870d885a0ffffff,462,462,462.0
870cadcd9ffffff,721,721,721.0
870ca90c2ffffff,348,348,348.0
870cf1100ffffff,340,340,340.0
870ce6d99ffffff,547,547,547.0
870c180d4ffffff,468,468,468.0
870ce2984ffffff,1207,1207,1207.0
870ce29adffffff,1276,1276,1276.0
870ce4490ffffff,1212,1212,1212.0
870c19906ffffff,518,518,518.0
870d89a4affffff,420,420,420.0
870c3239bffffff,863,863,863.0
870c336c4ffffff,336,336,336.0
870c33020ffffff,376,376,376.0
870c33124ffffff,542,542,542.0
870c3461effffff,230,230,230.0
870c1c2c9ffffff,377,377,377.0
870c18b6affffff,209,209,209.0
870c33ae4ffffff,738,738,738.0
870c262ddffffff,475,475,475.0
870cec356ffffff,2043,2043,2043.0
870c0b2c5ffffff,981,981,981.0
870c50463ffffff,2348,2269,2308.5
870c09cccffffff,2996,2996,2996.0
870c09013ffffff,2795,2795,2795.0
870c09b33ffffff,1997,1997,1997.0
870c54c61ffffff,2963,2963,2963.0
870c5178cffffff,710,710,710.0
870c72208ffffff,1127,1127,1127.0
870c73552ffffff,1292,1292,1292.0
870c55b28ffffff,1500,1500,1500.0
870c55b23ffffff,1387,1387,1387.0
870c46798ffffff,1737,1737,1737.0
870c464e0ffffff,1402,1402,1402.0
870c46466ffffff,1417,1417,1417.0
870c7320cffffff,1368,1218,1293.0
870c73205ffffff,993,993,993.0
870c73273ffffff,1544,1420,1482.0
870c73354ffffff,1641,1641,1641.0
870c46c99ffffff,1516,1516,1516.0
870c73ad4ffffff,1115,1115,1115.0
870c46db0ffffff,1970,1970,1970.0
870c46d81ffffff,1760,1760,1760.0
870c73944ffffff,1680,1650,1665.0
870c42808ffffff,1631,1631,1631.0
870c46189ffffff,1441,1441,1441.0
870c46ca9ffffff,1945,1945,1945.0
870c46ce2ffffff,1494,1494,1494.0
870c4682effffff,1547,1547,1547.0
870c46da0ffffff,2328,2099,2213.5
870c46d20ffffff,1739,1739,1739.0
870c44cb3ffffff,3557,3557,3557.0
870c44c81ffffff,3503,3503,3503.0
870c44ca4ffffff,3214,3214,3214.0
870c71320ffffff,2574,2574,2574.0
870c71b81ffffff,1051,1051,1051.0
870c44c46ffffff,2377,2377,2377.0
870c09869ffffff,2108,2108,2108.0
870c2b471ffffff,288,288,288.0
870c2ea6effffff,849,849,849.0
870c728ebffffff,624,624,624.0
870c2966dffffff,1515,1515,1515.0
870c75d76ffffff,1693,1693,1693.0
870c748f6ffffff,1681,1681,1681.0
870c2c15bffffff,1470,1470,1470.0
870c2d1b0ffffff,729,729,729.0
870d56210ffffff,1210,1210,1210.0
870c44806ffffff,1829,1829,1829.0
870c62759ffffff,1358,1358,1358.0
870c634c8ffffff,2200,2200,2200.0
870c6e0b3ffffff,2841,2841,2841.0
870c63aaeffffff,1661,1661,1661.0
870c6391bffffff,2093,2093,2093.0
870c61a32ffffff,3330,3330,3330.0
871d20941ffffff,565,565,565.0
871d24258ffffff,991,991,991.0
871d2099effffff,346,346,346.0
871d24288ffffff,670,670,670.0
871d242adffffff,1165,1135,1150.0
871392328ffffff,645,645,645.0
871392b22ffffff,4671,4671,4671.0
871d26973ffffff,868,868,868.0
871393799ffffff,1143,1143,1143.0
87139391bffffff,1229,1229,1229.0
87139395dffffff,315,315,315.0
87139699cffffff,930,930,930.0
870c6d309ffffff,855,855,855.0
870c6dae0ffffff,2890,2890,2890.0
870c6db2cffffff,3551,3551,3551.0
871394028ffffff,1686,1686,1686.0
8713b25a8ffffff,3573,3573,3573.0
870c6c918ffffff,2692,2692,2692.0
870c6c96effffff,2076,2076,2076.0
8713b262dffffff,2084,2084,2084.0
871390406ffffff,3215,3210,3212.5
871390b30ffffff,2058,2058,2058.0
871390a21ffffff,1913,1913,1913.0
871390219ffffff,1508,1508,1508.0
87139032dffffff,1944,1944,1944.0
871391535ffffff,2134,2134,2134.0
871390a43ffffff,1859,1859,1859.0
871382da4ffffff,1739,1739,1739.0
871394b54ffffff,2165,2165,2165.0
871386468ffffff,1594,1526,1560.0
8713860a5ffffff,1206,1199,1202.5
8713b10e0ffffff,1195,1192,1193.5
870c60623ffffff,3965,3965,3965.0
870c66d26ffffff,2597,2597,2597.0
870c6455bffffff,2056,2056,2056.0
8713b6d45ffffff,1951,1951,1951.0
870c60736ffffff,4949,4949,4949.0
870d58cccffffff,1027,1027,1027.0
870d5d16effffff,1713,1713,1713.0
870d4e665ffffff,685,685,685.0
870d4e0dbffffff,858,858,858.0
870d4e0cbffffff,1245,1082,1163.5
870d416abffffff,1262,1262,1262.0
870d48006ffffff,1592,1592,1592.0
870d48a64ffffff,1828,1828,1828.0
8713b111bffffff,1219,1219,1219.0
8713b111cffffff,1013,1013,1013.0
8713b590affffff,1337,1337,1337.0
870d49b80ffffff,529,529,529.0
8713a6a53ffffff,2053,2053,2053.0
870d4c2e9ffffff,1676,1676,1676.0
870d4c25affffff,1680,1680,1680.0
870dad6d0ffffff,371,371,371.0
870da920dffffff,104,104,104.0
870c34811ffffff,913,913,913.0
870c3482effffff,975,975,975.0
870d19ac9ffffff,709,709,709.0
870d19a19ffffff,229,229,229.0
870c2464bffffff,2192,2192,2192.0
870d56711ffffff,870,870,870.0
870d561abffffff,2260,2023,2141.5
870d5695cffffff,2179,2179,2179.0
870d56976ffffff,2134,2134,2134.0
870d50983ffffff,1537,1537,1537.0
870d55915ffffff,954,954,954.0
870d70799ffffff,2605,2605,2605.0
870d716aeffffff,1144,1144,1144.0
870d6ec1cffffff,1680,1680,1680.0
8728f1102ffffff,230,230,230.0
87129a26dffffff,295,295,295.0
8728ca754ffffff,32,32,32.0
87129b663ffffff,585,585,585.0
8728ddcceffffff,1304,1304,1304.0
8728ddcd4ffffff,691,691,691.0
8728c2545ffffff,1448,1448,1448.0
8728dddb6ffffff,858,858,858.0
8728ddc92ffffff,1254,1254,1254.0
8728dc193ffffff,950,950,950.0
8728ca5a1ffffff,970,970,970.0
8728dd354ffffff,883,883,883.0
8728dd229ffffff,790,790,790.0
8728d980affffff,1368,1368,1368.0
8728d9800ffffff,1397,1397,1397.0
8728d98eaffffff,1711,1709,1710.0
8728d98f3ffffff,1558,1558,1558.0
8728dd00bffffff,1052,1052,1052.0
8728dd72bffffff,1555,1555,1555.0
8728dd55effffff,1639,1639,1639.0
8728dd6b0ffffff,1161,1161,1161.0
8728d9a89ffffff,1675,1675,1675.0
8728d962cffffff,510,510,510.0
8728d966cffffff,350,350,350.0
8728d971effffff,425,425,425.0
8728d94c4ffffff,662,662,662.0
8728d8b74ffffff,1406,1406,1406.0
8728d8141ffffff,362,362,362.0
8728d8109ffffff,504,504,504.0
8728d80c3ffffff,1081,1081,1081.0
8728db82cffffff,1611,1611,1611.0
8728d87a1ffffff,1965,1965,1965.0
8728d84ceffffff,1564,1564,1564.0
8728daa6cffffff,1969,1969,1969.0
8728daacaffffff,2455,2455,2455.0
8728da360ffffff,1893,1893,1893.0
8728da226ffffff,2677,2677,2677.0
871294582ffffff,243,243,243.0
8712b68d4ffffff,133,133,133.0
871294b08ffffff,128,128,128.0
8712b34deffffff,23,23,23.0
871295a8bffffff,67,67,67.0
871295bb0ffffff,104,104,104.0
87128649affffff,486,486,486.0
8712864adffffff,722,722,722.0
871286690ffffff,753,739,746.0
871282c18ffffff,632,632,632.0
871286704ffffff,1261,1261,1261.0
871286948ffffff,2223,2223,2223.0
8712b1b5bffffff,1172,1172,1172.0
8712b5309ffffff,2229,2229,2229.0
8712a2ca4ffffff,1379,1379,1379.0
8712a2c35ffffff,1191,1191,1191.0
87129aa4affffff,513,513,513.0
8712980ccffffff,189,189,189.0
87129b963ffffff,151,151,151.0
871299423ffffff,374,374,374.0
871298060ffffff,594,594,594.0
87129c156ffffff,717,717,717.0
871291b4affffff,110,110,110.0
87129c231ffffff,606,606,606.0
87129d828ffffff,2158,2158,2158.0
871283042ffffff,2005,2005,2005.0
87128314effffff,910,910,910.0
871283b1cffffff,1945,1945,1945.0
871283b2bffffff,1831,1831,1831.0
871299634ffffff,616,616,616.0
871299090ffffff,1066,866,966.0
87129908effffff,1188,1188,1188.0
87129976bffffff,1588,1588,1588.0
8728db365ffffff,2126,2126,2126.0
871299364ffffff,2195,2195,2195.0
8728db270ffffff,2188,2188,2188.0
87128a6adffffff,2426,2426,2426.0
87128a650ffffff,3057,3057,3057.0
871299854ffffff,2355,2355,2355.0
871299940ffffff,2310,2310,2310.0
87128a583ffffff,2334,2334,2334.0
87128a59dffffff,2503,2361,2432.0
87128a5a5ffffff,2280,2280,2280.0
87128a512ffffff,2516,2516,2516.0
87129dacbffffff,2538,2538,2538.0
87128a601ffffff,2893,2817,2855.0
87128a672ffffff,2043,2043,2043.0
87128a62dffffff,3488,3488,3488.0
8728db294ffffff,2466,2466,2466.0
8728db64affffff,1851,1851,1851.0
87128b498ffffff,2726,2726,2726.0
87128b49dffffff,2723,2723,2723.0
87128b623ffffff,3052,3052,3052.0
87128bc56ffffff,2020,2020,2020.0
87128bd30ffffff,1599,1599,1599.0
87129daceffffff,2712,2712,2712.0
87129da50ffffff,2345,2345,2345.0
87129dbaaffffff,2908,2908,2908.0
87128e402ffffff,2536,2536,2536.0
87128e4cbffffff,2682,2682,2682.0
8712816deffffff,941,941,941.0
871281600ffffff,1527,1527,1527.0
87128c341ffffff,1276,1276,1276.0
871280c90ffffff,1342,1342,1342.0
871280db4ffffff,1872,1872,1872.0
871280124ffffff,2020,2020,2020.0
871280672ffffff,2144,2144,2144.0
8712802d3ffffff,2196,2196,2196.0
871280314ffffff,1973,1973,1973.0
8712840aaffffff,2016,2016,2016.0
871284326ffffff,2621,2597,2609.0
871284b6cffffff,1899,1899,1899.0
8712858deffffff,2356,2176,2266.0
871285995ffffff,2036,2036,2036.0
8712a3a4dffffff,1978,1978,1978.0
8712810aeffffff,2190,2190,2190.0
871281ad3ffffff,910,910,910.0
871281aecffffff,1247,1247,1247.0
87128cd05ffffff,1063,1063,1063.0
8712aaa83ffffff,1770,1770,1770.0
8712ae576ffffff,1621,1621,1621.0
8712aeceaffffff,1895,1895,1895.0
8712ae16affffff,1853,1853,1853.0
8712aec06ffffff,1983,1983,1983.0
8712a12a0ffffff,1968,1968,1968.0
8712ac2b0ffffff,2074,2074,2074.0
8728f545bffffff,344,344,344.0
8728f0b45ffffff,760,760,760.0
8728f54a4ffffff,66,66,66.0
8728f0143ffffff,144,144,144.0
8728f002dffffff,297,297,297.0
8728f01b3ffffff,302,281,291.5
8728f1cc3ffffff,529,529,529.0
8728f156effffff,747,747,747.0
8728f030affffff,473,473,473.0
8728f02f6ffffff,405,405,405.0
8728f0640ffffff,450,450,450.0
8728f3800ffffff,78,78,78.0
8728f3982ffffff,791,791,791.0
8728f06daffffff,1377,1377,1377.0
8728f4682ffffff,1389,1389,1389.0
8728f4683ffffff,1456,1456,1456.0
8728f6a5affffff,1367,1367,1367.0
8728f0d90ffffff,1359,1359,1359.0
8728f632dffffff,1452,1452,1452.0
8728f6315ffffff,1580,1536,1558.0
8728f055cffffff,338,338,338.0
8728f0502ffffff,1202,1146,1174.0
8728f6266ffffff,1334,1334,1334.0
8728f6270ffffff,1258,1258,1258.0
8728f6229ffffff,1198,1198,1198.0
8728f6250ffffff,1389,1359,1374.0
8728f6236ffffff,2022,2022,2022.0
8728f6046ffffff,1110,1110,1110.0
8728f609affffff,1019,1019,1019.0
8728f0455ffffff,1091,1091,1091.0
8728f04adffffff,1082,1082,1082.0
8728f04c6ffffff,1287,1168,1227.5
8728f2a29ffffff,1027,1027,1027.0
8728f2b8affffff,1739,1739,1739.0
8728f2a42ffffff,1247,1247,1247.0
8728f3c86ffffff,1634,1634,1634.0
8728f2a86ffffff,1426,1426,1426.0
8728f230cffffff,1485,1485,1485.0
8728f2821ffffff,673,673,673.0
8728f2071ffffff,1978,1978,1978.0
8728f2046ffffff,2014,2014,2014.0
8728f36f6ffffff,130,117,124.5
8728d5a36ffffff,456,456,456.0
8728d5266ffffff,1926,1926,1926.0
8728d5ad1ffffff,1695,1695,1695.0
8728f3555ffffff,945,945,945.0
8728f341effffff,808,808,808.0
8728f35b5ffffff,1403,1403,1403.0
8728f22c8ffffff,1615,1615,1615.0
8728d4969ffffff,1733,1733,1733.0
8728d4859ffffff,2508,2034,2271.0
8728d4875ffffff,1809,1809,1809.0
8728d4851ffffff,4297,4297,4297.0
8728f266effffff,2045,2045,2045.0
8728f2659ffffff,1757,1757,1757.0
8728d4d42ffffff,2160,2160,2160.0
8728d426effffff,274,274,274.0
8728d4adaffffff,292,292,292.0
8728d4253ffffff,891,795,843.0
8728d428cffffff,1400,1400,1400.0
8728d40a9ffffff,1562,1562,1562.0
8728d4390ffffff,1345,1345,1345.0
8728d40d8ffffff,1644,1644,1644.0
8728d4461ffffff,1526,1526,1526.0
8728d4784ffffff,1984,1959,1970.25
8728d44cdffffff,2062,2062,2062.0
8728d4648ffffff,1696,1696,1696.0
8728d09b5ffffff,1789,1789,1789.0
8728d46acffffff,2427,2409,2418.0
8728d0d14ffffff,2062,2062,2062.0
8728ab2c3ffffff,786,786,786.0
8728f65b3ffffff,800,800,800.0
87288d94affffff,705,705,705.0
87288db6bffffff,496,496,496.0
8728ab78effffff,1276,1276,1276.0
87288dd6affffff,667,667,667.0
8728f2c9dffffff,1520,1520,1520.0
87288990affffff,546,546,546.0
87288cc65ffffff,2082,2082,2082.0
87288c40affffff,1662,1662,1662.0
87288c4e5ffffff,1565,1565,1565.0
872888b52ffffff,479,479,479.0
87288c694ffffff,1143,1143,1143.0
872888d85ffffff,1163,1163,1163.0
872889c44ffffff,429,429,429.0
872889d5effffff,1106,1106,1106.0
8728d44d6ffffff,2226,2226,2226.0
8728d6b55ffffff,2595,2595,2595.0
8728d6b1effffff,966,966,966.0
8728c2550ffffff,1859,1821,1840.0
8728d5259ffffff,1819,1819,1819.0
8728d528effffff,1524,1501,1512.5
8728d192effffff,481,481,481.0
8728d1b5dffffff,230,230,230.0
8728d1a70ffffff,309,288,298.5
8728d1a50ffffff,439,403,418.25
8728d1066ffffff,141,141,141.0
8728d5298ffffff,1299,1299,1299.0
8728d11adffffff,74,74,74.0
8728d124bffffff,448,448,448.0
8728d12f5ffffff,188,168,178.0
8728d1055ffffff,127,127,127.0
8728ded80ffffff,358,358,358.0
8728d1c82ffffff,520,496,508.0
8728d0251ffffff,1194,1001,1097.5
8728d0200ffffff,1237,1237,1237.0
8728d08abffffff,1537,1537,1537.0
8728d08d4ffffff,1610,1610,1610.0
8728d08b1ffffff,1895,1895,1895.0
8728d0130ffffff,1646,1599,1622.5
8728d0c4affffff,2191,2182,2186.5
8728d002affffff,1597,1597,1597.0
8728d0116ffffff,2072,2024,2050.0
8728d011effffff,982,982,982.0
8728d0185ffffff,1980,1980,1980.0
8728d0cadffffff,2207,2207,2207.0
8728d01b3ffffff,2106,2106,2106.0
8728d0501ffffff,2324,2218,2271.0
8728d0508ffffff,1924,1924,1924.0
8728d0453ffffff,2227,2227,2227.0
8728d07b2ffffff,2521,2521,2521.0
8728d385cffffff,1539,1539,1539.0
8728d3364ffffff,930,930,930.0
8728d3aa2ffffff,1510,1510,1510.0
8728d3882ffffff,2102,2102,2102.0
